Employee_ID,Age_Group,Monthly_Income_Band,Tenure_Group,Distance_Band,Manager_Tenure_Group,Satisfaction_Index,Engagement_Score,Salary_vs_Role_Avg,High_Flight_Risk,Stagnation_Flag,Attrition_Binary,Education_Label,Environment_Satisfaction_Label,Job_Satisfaction_Label,Relationship_Satisfaction_Label,Work_Life_Balance_Label,Performance_Rating_Label,Stock_Option_Label
599,36-45,Medium,"Long Tenure",Close,Established,3.75,3.60,0.90,0,0,0,College,"Very High","Very High","Very High",Better,"Meets Expectations",None
1650,26-35,Medium,"Early Tenure",Close,Developing,3.00,2.80,0.85,0,0,0,Bachelor,High,High,High,Better,"Meets Expectations",None
600,26-35,Medium,"Long Tenure","Very Close",Established,2.75,2.80,0.68,0,1,0,Bachelor,Medium,High,High,Better,"Meets Expectations",None
604,26-35,Medium,Established,"Very Close",Developing,3.25,3.20,0.95,0,0,0,"Below College",Medium,"Very High",High,Best,"Meets Expectations",None
606,36-45,Medium,Established,"Very Close",Established,3.00,3.00,0.69,0,0,0,Bachelor,"Very High",Medium,Medium,Best,"Meets Expectations",Low
615,36-45,High,"New Hire",Far,New,2.50,2.20,1.58,0,0,0,Bachelor,High,Low,High,Better,"Meets Expectations",Low
618,26-35,Medium,"New Hire",Far,New,2.00,2.20,0.62,0,0,0,College,Low,High,Low,Better,"Meets Expectations",Medium
620,26-35,Medium,"Early Tenure","Very Close",Developing,2.75,2.80,0.70,0,0,0,Bachelor,Low,High,"Very High",Better,"Meets Expectations",None
621,26-35,Medium,Established,Far,Established,3.75,3.80,0.77,0,1,0,Master,"Very High","Very High","Very High",Better,"Meets Expectations",None
626,36-45,High,Established,Close,Established,2.50,2.60,1.28,0,0,0,Master,Low,Medium,"Very High",Better,"Meets Expectations",Low
631,26-35,Medium,"Early Tenure",Moderate,New,3.50,3.60,0.68,1,0,1,Master,"Very High",High,"Very High",Better,"Meets Expectations",None
904,36-45,High,Established,Moderate,Established,2.50,2.60,1.10,1,0,0,College,Low,Medium,"Very High",Better,"Meets Expectations",None
641,26-35,Medium,"Early Tenure",Far,Developing,2.75,2.80,0.91,0,0,0,College,Low,Medium,"Very High",Best,Excellent,Medium
650,26-35,Medium,"Early Tenure",Moderate,New,1.75,2.00,0.61,1,0,1,Master,Medium,Low,High,Bad,"Meets Expectations",None
1667,26-35,Medium,"Long Tenure",Moderate,Established,3.25,3.20,0.66,1,1,1,Master,"Very High","Very High",Low,Best,Excellent,None
653,26-35,Medium,Established,Close,Established,3.25,3.40,0.79,0,1,0,Master,Low,"Very High","Very High",Best,Excellent,Medium
1669,26-35,Medium,Established,"Very Close",Established,1.75,1.80,0.60,1,0,0,Bachelor,Low,Medium,Medium,Good,"Meets Expectations",Low
1670,26-35,Medium,Established,"Very Close",Developing,3.50,3.40,0.80,0,0,0,Master,"Very High","Very High",High,Better,"Meets Expectations",Medium
656,36-45,High,"Early Tenure","Very Close",New,3.00,3.00,1.39,0,0,0,Bachelor,"Very High",High,High,Good,"Meets Expectations",Low
1673,26-35,Medium,Established,"Very Close",New,2.25,2.40,0.79,0,0,0,Master,Low,"Very High",Low,Better,"Meets Expectations",Medium
1137,26-35,Medium,"Early Tenure",Moderate,New,3.75,3.60,0.72,0,0,0,College,"Very High","Very High","Very High",Better,"Meets Expectations",Low
1138,46-55,High,Established,Close,Developing,2.75,2.60,1.89,0,0,0,Master,"Very High",Medium,Medium,Better,"Meets Expectations",Low
677,26-35,High,"Early Tenure",Close,New,3.25,3.20,1.03,0,0,0,Master,High,High,"Very High",Better,"Meets Expectations",None
682,46-55,High,"Long Tenure","Very Close",Established,3.25,3.20,1.21,0,1,0,"Below College","Very High",Low,"Very High",Best,Excellent,None
1678,36-45,High,"New Hire",Far,New,3.50,3.40,1.02,0,0,0,College,"Very High",High,"Very High",Better,"Meets Expectations",None
1681,26-35,Medium,Established,Moderate,New,3.25,3.20,0.78,0,0,0,Bachelor,High,"Very High",High,Better,Excellent,Low
903,46-55,Medium,Established,"Very Close",Established,2.75,2.80,0.66,0,1,0,College,High,"Very High",Low,Better,Excellent,Low
684,36-45,Medium,"New Hire",Far,New,2.25,2.40,0.62,1,0,1,Master,Low,Low,"Very High",Better,"Meets Expectations",Medium
690,26-35,Medium,Established,"Very Close",New,2.00,2.20,0.80,0,0,0,College,Medium,High,Low,Good,"Meets Expectations",Low
707,18-25,Medium,"Early Tenure",Close,New,3.00,3.20,0.70,0,0,0,Bachelor,"Very High",Medium,High,Better,Excellent,Low
709,36-45,Medium,Established,Close,Developing,3.00,2.80,0.58,0,0,0,Master,"Very High","Very High",Low,Better,Excellent,None
712,46-55,High,"New Hire","Very Close",New,2.75,3.00,1.17,0,0,0,"Below College",Medium,Medium,"Very High",Better,"Meets Expectations",None
714,26-35,Medium,Established,"Very Close",Developing,3.25,3.40,0.67,0,0,0,"Below College","Very High","Very High",Medium,Better,Excellent,Medium
720,18-25,Medium,"New Hire","Very Close",New,2.00,2.20,0.66,1,0,1,College,Low,High,Low,Better,"Meets Expectations",None
722,26-35,Medium,Established,Close,Established,3.50,3.40,0.78,0,0,0,Bachelor,"Very High","Very High","Very High",Good,"Meets Expectations",None
723,46-55,Medium,"Early Tenure",Close,Developing,2.25,2.40,0.98,1,0,1,College,Medium,High,Low,Better,"Meets Expectations",Low
1700,36-45,High,Established,"Very Close",Developing,3.00,2.60,1.38,0,0,0,Master,High,"Very High",High,Good,"Meets Expectations",Medium
728,46-55,Medium,Established,Moderate,Established,3.00,3.00,0.72,0,0,0,Master,"Very High",Low,"Very High",Better,"Meets Expectations",None
729,36-45,High,"Long Tenure","Very Close",Long-Term,2.75,2.60,1.51,0,0,0,Master,"Very High",Low,High,Better,Excellent,Low
897,46-55,High,"New Hire",Close,New,2.75,2.80,1.71,0,0,0,Bachelor,Low,"Very High",High,Better,"Meets Expectations",Low
732,56+,Medium,"New Hire",Moderate,New,2.25,2.40,0.78,0,0,0,Master,Low,Low,"Very High",Better,"Meets Expectations",None
1706,36-45,High,Established,"Very Close",Established,3.00,3.00,1.13,0,1,0,Bachelor,"Very High","Very High",Low,Better,"Meets Expectations",Low
746,46-55,High,Veteran,"Very Close",Long-Term,3.25,3.20,1.99,0,0,0,Bachelor,"Very High",High,"Very High",Good,"Meets Expectations",Medium
1708,36-45,High,Established,Close,Established,3.00,3.00,1.33,0,0,0,Bachelor,"Very High",High,Medium,Better,"Meets Expectations",None
1039,36-45,High,"Long Tenure",Far,Long-Term,3.50,3.60,1.92,0,0,0,Bachelor,"Very High","Very High",High,Better,"Meets Expectations",Low
747,26-35,Medium,Established,Far,Established,3.25,3.20,0.77,0,1,0,Doctor,High,"Very High","Very High",Good,Excellent,Low
1716,46-55,High,Veteran,Close,Established,2.50,2.20,1.87,1,0,1,Bachelor,High,High,High,Bad,"Meets Expectations",None
1157,26-35,High,"Early Tenure",Close,Developing,1.50,1.80,1.19,1,0,1,Master,Low,Low,Low,Better,"Meets Expectations",None
754,36-45,Medium,"New Hire",Moderate,New,3.50,3.20,0.98,0,0,0,Bachelor,"Very High","Very High",High,Better,"Meets Expectations",Low
781,18-25,Medium,Established,Far,Developing,2.75,2.80,0.89,0,0,0,"Below College",High,"Very High",Medium,Good,Excellent,None
1040,46-55,Medium,"Long Tenure","Very Close",Long-Term,2.75,2.80,0.92,0,0,0,Bachelor,"Very High",High,Low,Better,"Meets Expectations",Low
785,46-55,Medium,"Early Tenure",Far,Developing,3.00,3.20,0.92,1,0,1,College,Medium,High,"Very High",Better,"Meets Expectations",None
786,26-35,Medium,Established,"Very Close",Developing,3.50,3.40,0.91,0,0,0,Bachelor,"Very High","Very High",High,Better,Excellent,None
889,26-35,Medium,Established,"Very Close",Developing,2.75,2.80,0.94,0,1,0,College,Medium,Medium,"Very High",Better,"Meets Expectations",Low
789,36-45,High,Established,Close,Established,1.75,1.80,1.10,0,0,0,Master,Low,Low,Medium,Better,"Meets Expectations",None
796,26-35,Medium,"Early Tenure",Close,New,2.50,2.40,0.77,1,0,1,Bachelor,"Very High",Low,High,Good,"Meets Expectations",None
1731,46-55,Medium,"New Hire","Very Close",New,2.50,2.60,0.72,0,0,0,Master,High,Medium,"Very High",Bad,"Meets Expectations",Low
1732,46-55,High,Established,"Very Close",Developing,2.75,2.80,1.50,0,0,0,Bachelor,High,"Very High",Medium,Good,"Meets Expectations",Low
1733,36-45,Medium,"New Hire",Moderate,New,2.00,2.00,0.89,1,0,1,Doctor,Medium,Low,Medium,Better,"Meets Expectations",High
1734,26-35,Medium,"New Hire","Very Close",New,2.00,1.80,0.97,1,0,1,College,Low,Medium,Medium,Better,"Meets Expectations",None
800,26-35,Medium,"Early Tenure",Close,New,3.00,3.00,0.63,0,0,0,"Below College",High,"Very High",Medium,Better,"Meets Expectations",Low
808,26-35,Medium,"Early Tenure",Close,New,2.25,2.40,0.94,0,0,0,College,High,Low,Medium,Better,"Meets Expectations",Low
819,26-35,Medium,"Early Tenure",Moderate,New,2.00,2.20,0.77,1,0,1,Bachelor,Low,Low,High,Better,"Meets Expectations",None
1739,26-35,High,"Early Tenure",Moderate,New,2.75,2.40,1.39,0,0,0,Bachelor,"Very High",High,High,Bad,"Meets Expectations",Low
1211,26-35,Medium,"Early Tenure",Far,Developing,2.50,2.60,0.59,0,0,0,Master,High,Low,High,Better,"Meets Expectations",High
1212,36-45,Medium,"New Hire","Very Close",New,2.75,2.80,0.62,0,0,0,Master,Medium,Medium,"Very High",Better,"Meets Expectations",High
1050,46-55,High,"Long Tenure","Very Close",Long-Term,2.25,2.20,1.09,0,0,0,Bachelor,High,Medium,Low,Better,"Meets Expectations",Low
885,18-25,Medium,"Early Tenure","Very Close",Developing,2.25,2.20,0.61,0,0,0,"Below College",High,Low,Low,Best,"Meets Expectations",None
1218,26-35,High,Established,Moderate,Established,2.75,2.80,1.29,0,0,0,Master,High,Low,"Very High",Better,"Meets Expectations",High
1749,26-35,High,"Early Tenure","Very Close",New,2.50,2.60,1.21,0,0,0,Bachelor,Low,High,High,Better,"Meets Expectations",Low
1220,26-35,Medium,Established,Far,New,2.00,2.20,0.66,0,0,0,Bachelor,Medium,High,Low,Good,"Meets Expectations",Low
990,36-45,Medium,Established,Close,Established,3.00,3.00,0.73,0,0,0,Master,Low,"Very High","Very High",Better,"Meets Expectations",Medium
1754,26-35,High,Established,Moderate,Established,2.00,2.00,1.03,0,0,0,College,High,Low,Low,Better,"Meets Expectations",Low
1233,56+,Medium,"Long Tenure",Close,Established,2.75,3.00,0.75,0,0,0,Master,Medium,"Very High",Medium,Better,"Meets Expectations",Low
1756,26-35,Medium,"Long Tenure","Very Close",Established,3.00,3.00,0.74,0,0,0,Bachelor,"Very High",Medium,"Very High",Good,"Meets Expectations",None
1757,46-55,Medium,"Early Tenure",Moderate,Developing,3.75,3.60,0.65,0,0,0,Master,"Very High","Very High",High,Best,"Meets Expectations",None
1758,26-35,High,"New Hire",Moderate,New,1.75,2.00,1.24,1,0,1,Bachelor,Low,Low,High,Good,Excellent,None
1163,26-35,Medium,Established,Close,Developing,2.00,2.20,0.83,0,0,0,"Below College",Medium,High,Low,Good,Excellent,None
1761,26-35,High,"New Hire",Moderate,New,2.00,2.20,1.18,1,0,1,Master,Low,High,Low,Better,"Meets Expectations",High
1239,36-45,Medium,"Early Tenure",Close,Developing,2.50,2.40,0.99,0,0,0,Bachelor,Medium,Medium,Medium,Best,"Meets Expectations",Low
879,18-25,Medium,"Early Tenure","Very Close",Developing,2.75,2.80,0.61,0,0,0,"Below College",High,Low,"Very High",Better,"Meets Expectations",None
1240,18-25,Medium,"Early Tenure",Close,New,3.00,3.00,0.71,0,0,0,Master,High,"Very High",Medium,Better,"Meets Expectations",None
1243,26-35,High,"Long Tenure",Close,Long-Term,2.75,2.60,1.50,0,0,0,College,High,"Very High",Medium,Good,"Meets Expectations",Low
986,36-45,High,"New Hire",Far,New,2.50,2.80,1.91,1,0,1,Bachelor,Medium,Medium,"Very High",Good,"Meets Expectations",None
1254,56+,Medium,Established,"Very Close",Developing,3.50,3.20,0.75,0,0,0,Bachelor,High,"Very High","Very High",Better,"Meets Expectations",None
985,36-45,High,Established,"Very Close",Established,2.75,3.00,1.14,0,0,0,Doctor,Low,High,"Very High",Better,"Meets Expectations",None
1268,26-35,High,Established,Close,Established,3.50,3.60,1.21,0,0,0,Doctor,"Very High",High,"Very High",Better,"Meets Expectations",Medium
1165,26-35,High,"Long Tenure",Far,Established,1.75,1.80,1.06,1,0,1,"Below College","Very High",Low,Low,Bad,"Meets Expectations",Low
1774,26-35,Medium,"Long Tenure",Close,Established,3.25,3.20,0.58,0,0,0,Bachelor,"Very High",High,High,Better,"Meets Expectations",Low
984,26-35,High,Established,"Very Close",Established,3.25,3.20,1.13,0,0,0,Master,"Very High","Very High",Medium,Better,"Meets Expectations",Low
1281,26-35,Medium,"Early Tenure","Very Close",New,2.75,2.80,0.66,0,0,0,Bachelor,High,Low,"Very High",Better,"Meets Expectations",None
1779,26-35,Medium,"New Hire","Very Close",New,3.00,2.60,0.87,0,0,0,College,"Very High","Very High",Low,Better,"Meets Expectations",None
1066,36-45,High,Established,Far,Developing,2.00,2.20,1.21,0,1,0,Bachelor,High,Low,Medium,Good,"Meets Expectations",Low
1167,36-45,High,Veteran,Moderate,Long-Term,2.00,2.20,1.99,1,0,1,Bachelor,High,Low,Medium,Good,"Meets Expectations",None
1784,26-35,Medium,"Long Tenure",Far,Established,2.25,2.20,0.79,0,1,0,Master,Low,"Very High",Low,Better,"Meets Expectations",Medium
983,36-45,Medium,"Early Tenure",Close,Developing,3.00,3.00,0.82,0,0,0,Bachelor,High,"Very High",Medium,Better,"Meets Expectations",None
1787,36-45,Medium,"Early Tenure",Close,Developing,2.00,2.00,0.60,0,0,0,College,Medium,Medium,Low,Better,"Meets Expectations",Medium
1293,36-45,High,Veteran,"Very Close",Long-Term,4.00,3.60,1.48,0,0,0,Master,"Very High","Very High","Very High",Best,"Meets Expectations",None
868,36-45,Medium,"New Hire",Moderate,New,3.50,3.20,0.91,0,0,0,Master,"Very High",High,"Very High",Better,"Meets Expectations",Medium
982,26-35,High,Established,Close,Established,2.75,2.80,1.05,0,0,0,College,High,High,Low,Best,"Meets Expectations",Low
1070,46-55,High,Established,"Very Close",New,2.75,2.60,1.54,0,0,0,Master,High,High,Medium,Better,"Meets Expectations",Low
1797,26-35,Medium,Established,Far,Established,3.50,3.40,0.84,1,1,1,Bachelor,High,"Very High","Very High",Better,"Meets Expectations",None
1304,26-35,Medium,Established,Close,Established,3.50,3.60,0.90,0,0,0,Bachelor,High,"Very High",High,Best,"Meets Expectations",Medium
1318,36-45,High,"Early Tenure",Far,New,3.00,2.80,1.31,1,0,1,Master,"Very High",Medium,High,Better,"Meets Expectations",None
1319,46-55,High,Established,"Very Close",Established,2.25,2.40,1.22,1,0,1,Bachelor,Medium,Medium,High,Good,"Meets Expectations",None
1801,46-55,High,"New Hire",Far,New,2.50,2.40,1.15,0,0,0,College,Medium,Medium,High,Better,"Meets Expectations",None
1,36-45,Medium,Established,"Very Close",Developing,2.00,2.20,0.87,1,0,1,College,Medium,"Very High",Low,Bad,"Meets Expectations",None
1324,26-35,High,Established,"Very Close",Established,2.50,2.60,1.42,0,0,0,Master,"Very High",High,Low,Good,"Meets Expectations",Low
1329,36-45,Medium,"Long Tenure",Close,Established,2.25,2.00,0.89,0,1,0,College,High,Medium,Low,Better,"Meets Expectations",None
864,36-45,High,"Early Tenure",Close,New,2.75,2.80,1.55,0,0,0,Bachelor,"Very High",Low,High,Better,"Meets Expectations",Low
1171,36-45,Medium,Established,"Very Close",Developing,2.75,2.80,0.74,0,0,0,Master,Medium,Low,"Very High",Best,"Meets Expectations",None
1076,36-45,High,"New Hire",Far,New,3.25,3.00,1.56,0,0,0,Bachelor,High,"Very High",High,Better,"Meets Expectations",Low
1812,36-45,Medium,"New Hire",Moderate,New,3.50,3.40,0.60,0,0,0,Bachelor,High,"Very High","Very High",Better,"Meets Expectations",Low
1535,26-35,High,Established,"Very Close",Established,3.50,3.20,1.02,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",None
862,46-55,High,"Early Tenure",Close,Developing,3.00,2.80,1.58,0,0,0,College,Low,"Very High","Very High",Better,"Meets Expectations",Low
1815,36-45,High,Veteran,"Very Close",Developing,3.50,3.40,1.51,0,0,0,"Below College",High,High,"Very High",Best,"Meets Expectations",Low
1349,36-45,Medium,Established,"Very Close",Established,2.75,2.80,0.59,0,0,0,Bachelor,High,Low,"Very High",Better,"Meets Expectations",Low
1355,36-45,Medium,Established,"Very Close",Established,2.50,2.60,1.00,0,0,0,College,Medium,Low,"Very High",Better,"Meets Expectations",Low
859,26-35,Medium,"Early Tenure",Moderate,Developing,2.75,2.80,0.64,0,0,0,Master,Medium,"Very High",High,Good,"Meets Expectations",Low
857,36-45,Medium,"Long Tenure","Very Close",Long-Term,3.00,3.00,0.90,0,0,0,College,Medium,"Very High","Very High",Good,"Meets Expectations",Low
1823,26-35,Medium,Established,Close,Established,2.75,3.00,0.98,0,0,0,College,Medium,High,High,Better,Excellent,Medium
1356,26-35,Medium,Established,Moderate,Established,3.00,3.00,0.88,0,1,0,College,High,Low,"Very High",Best,"Meets Expectations",None
1362,36-45,Medium,"Long Tenure",Close,Long-Term,2.00,2.40,0.67,0,1,0,Bachelor,Low,Low,"Very High",Good,"Meets Expectations",Low
1371,26-35,Medium,Established,"Very Close",New,3.25,2.80,0.73,0,0,0,"Below College","Very High","Very High",Medium,Better,Excellent,None
1372,46-55,High,"Long Tenure",Moderate,Established,2.25,2.60,1.98,1,0,1,Master,Low,High,High,Good,"Meets Expectations",None
975,26-35,Medium,"Early Tenure",Moderate,New,2.75,2.80,0.66,0,0,0,Bachelor,High,High,Medium,Better,"Meets Expectations",None
1833,26-35,High,"Early Tenure",Close,New,2.25,2.40,1.39,0,0,0,Master,Low,Low,"Very High",Better,"Meets Expectations",Medium
1380,26-35,Medium,"Early Tenure",Moderate,New,3.00,3.00,0.67,1,0,1,Master,"Very High",High,High,Good,"Meets Expectations",Low
1836,26-35,Medium,"Early Tenure",Close,New,2.75,2.80,0.68,0,0,0,Bachelor,High,"Very High",Low,Better,"Meets Expectations",None
1387,26-35,Medium,"Early Tenure",Far,Developing,2.50,2.40,0.68,0,0,0,Bachelor,High,Low,High,Better,"Meets Expectations",Low
1390,36-45,Medium,"Early Tenure",Far,Developing,3.25,3.00,0.88,0,0,0,Master,Low,"Very High","Very High",Best,"Meets Expectations",Medium
855,26-35,Medium,Established,"Very Close",Established,1.50,2.00,0.58,0,0,0,Bachelor,Low,Low,Low,Better,Excellent,Low
1391,46-55,High,"Early Tenure","Very Close",New,2.25,2.40,1.53,0,0,0,Bachelor,Medium,Medium,Medium,Better,"Meets Expectations",None
1845,36-45,Medium,Established,"Very Close",Established,3.00,3.00,0.74,0,1,0,Master,High,High,Medium,Best,Excellent,Medium
1395,26-35,High,"Early Tenure","Very Close",New,2.75,2.80,1.44,0,0,0,"Below College",Medium,"Very High",Low,Best,"Meets Expectations",None
1849,36-45,Medium,Established,"Very Close",Established,2.75,2.80,0.82,0,1,0,Master,Low,"Very High",High,Better,Excellent,Low
1396,26-35,Medium,"Early Tenure","Very Close",New,2.00,2.20,0.59,0,0,0,"Below College",High,Medium,Low,Good,"Meets Expectations",High
1853,26-35,Medium,"New Hire",Close,New,3.75,3.60,0.67,0,0,0,Master,"Very High","Very High",High,Best,"Meets Expectations",None
970,36-45,High,"Long Tenure","Very Close",Established,2.00,2.00,1.53,1,0,1,Master,Low,High,High,Bad,"Meets Expectations",None
1399,18-25,Medium,"Early Tenure",Moderate,New,2.00,2.40,0.90,0,0,0,"Below College",Low,High,Medium,Good,"Meets Expectations",None
1403,26-35,Medium,Established,Close,Developing,3.75,3.40,0.83,0,0,0,Bachelor,"Very High","Very High","Very High",Better,"Meets Expectations",None
967,36-45,High,"Long Tenure","Very Close",Established,2.75,2.60,1.49,1,0,1,"Below College",High,"Very High",Low,Better,"Meets Expectations",Low
1425,36-45,High,"Early Tenure","Very Close",New,2.50,2.60,1.34,1,0,0,Master,Low,Medium,"Very High",Better,"Meets Expectations",None
1179,26-35,Medium,Established,Close,Developing,2.50,2.40,0.95,0,0,0,Bachelor,High,High,Low,Better,"Meets Expectations",Low
1862,26-35,High,"New Hire","Very Close",New,2.50,2.40,1.43,1,0,1,Master,High,Medium,High,Good,"Meets Expectations",None
1863,46-55,High,"Long Tenure","Very Close",Established,2.25,2.60,1.91,0,0,0,Bachelor,Low,Low,"Very High",Better,"Meets Expectations",Low
1428,26-35,Medium,"Early Tenure",Close,New,2.50,2.60,0.69,0,0,0,Master,"Very High",Low,Medium,Better,"Meets Expectations",Medium
1436,36-45,Medium,"Early Tenure",Moderate,New,1.75,1.80,0.82,0,0,0,Master,High,Low,Low,Good,"Meets Expectations",Medium
35,36-45,Medium,Established,Close,New,3.00,3.00,0.99,0,0,0,Master,High,Medium,"Very High",Better,"Meets Expectations",Low
52,26-35,Medium,"Early Tenure","Very Close",Developing,2.00,2.40,0.78,0,0,0,Bachelor,High,Low,Low,Better,"Meets Expectations",Medium
1869,46-55,High,Established,Close,Established,2.75,2.80,1.06,1,0,1,Bachelor,High,Medium,High,Better,Excellent,High
56,26-35,High,Established,Close,Established,3.50,3.40,1.26,0,0,0,Bachelor,"Very High",High,"Very High",Better,"Meets Expectations",None
1445,18-25,Medium,"Early Tenure","Very Close",Developing,3.25,3.20,0.60,0,0,0,"Below College","Very High",High,High,Better,"Meets Expectations",Medium
1446,26-35,High,"Early Tenure",Close,Developing,3.25,3.20,1.33,0,0,0,Doctor,"Very High","Very High",High,Good,"Meets Expectations",Low
60,26-35,Medium,Established,Far,Established,2.75,2.80,0.66,0,1,0,Master,Medium,High,High,Better,Excellent,None
1880,36-45,Medium,Established,Close,Established,2.25,2.20,0.82,0,0,0,Master,Medium,High,Low,Better,"Meets Expectations",Low
1557,46-55,Medium,Established,Moderate,Established,3.00,3.00,0.93,0,1,0,Master,High,High,High,Better,"Meets Expectations",Low
1882,26-35,High,"Early Tenure","Very Close",New,3.50,3.40,1.40,0,0,0,Bachelor,High,"Very High","Very High",Better,"Meets Expectations",High
62,46-55,Medium,Established,"Very Close",Established,2.75,2.80,0.83,0,0,0,Master,Low,"Very High",High,Better,Excellent,None
68,36-45,Medium,"Early Tenure","Very Close",Developing,2.00,2.20,0.79,1,0,0,Doctor,Medium,Low,High,Good,Excellent,Low
1453,26-35,High,"Long Tenure",Close,Established,2.25,2.40,1.56,0,0,0,College,Low,"Very High",Low,Better,"Meets Expectations",Low
1457,46-55,High,Established,Close,Developing,2.50,2.60,1.46,1,0,1,Bachelor,Low,"Very High",Low,Best,"Meets Expectations",Low
846,26-35,Medium,Established,"Very Close",Developing,2.00,2.20,0.69,1,1,0,Master,Medium,Medium,Low,Better,Excellent,None
1100,26-35,High,Established,"Very Close",Established,2.25,2.40,1.38,1,0,1,Bachelor,"Very High",Low,Low,Better,Excellent,None
72,26-35,Medium,"New Hire",Far,New,3.00,2.80,0.60,0,0,0,Bachelor,High,"Very High",High,Good,"Meets Expectations",Low
1898,26-35,Medium,Established,"Very Close",Established,2.00,2.40,0.94,0,0,0,College,Low,High,Medium,Good,"Meets Expectations",None
74,26-35,High,Established,Moderate,Established,2.25,2.40,1.31,0,0,0,Doctor,Medium,Low,"Very High",Good,Excellent,Low
81,56+,High,Veteran,Far,Established,2.00,2.20,1.10,0,0,0,Bachelor,Low,Low,"Very High",Good,"Meets Expectations",None
91,56+,Medium,"Early Tenure","Very Close",Developing,2.50,2.40,0.79,0,0,0,"Below College",Low,High,"Very High",Good,"Meets Expectations",None
1466,46-55,Medium,"New Hire",Close,New,2.00,2.20,0.79,0,0,0,Bachelor,High,Low,Low,Better,"Meets Expectations",High
1908,36-45,Medium,"Early Tenure",Moderate,Developing,2.25,2.20,0.80,0,0,0,College,High,Medium,High,Bad,"Meets Expectations",Medium
1909,36-45,Medium,"Early Tenure",Close,Developing,2.75,2.80,0.63,0,0,0,Bachelor,High,Medium,High,Better,Excellent,Low
956,26-35,Medium,Established,"Very Close",Established,2.25,2.20,0.62,0,0,0,Bachelor,High,Low,Medium,Better,"Meets Expectations",None
1912,26-35,Medium,"Early Tenure",Close,Developing,3.50,3.40,0.95,0,0,0,College,High,"Very High","Very High",Better,"Meets Expectations",Low
1915,26-35,High,"Early Tenure","Very Close",New,3.25,3.00,1.17,0,0,0,"Below College","Very High","Very High",High,Good,"Meets Expectations",None
1047,26-35,High,"Long Tenure","Very Close",Established,3.00,3.20,1.40,0,0,0,Master,Medium,"Very High","Very High",Good,"Meets Expectations",Low
1188,36-45,Medium,"Early Tenure",Close,Developing,2.00,1.80,0.77,1,0,1,Bachelor,Low,High,Medium,Good,"Meets Expectations",None
100,26-35,Medium,"Long Tenure","Very Close",Established,2.25,2.20,0.62,0,0,0,Master,High,Low,Medium,Better,"Meets Expectations",None
1924,26-35,Medium,Established,Close,Established,2.25,2.40,0.79,0,0,0,Master,Medium,High,Medium,Good,"Meets Expectations",None
1927,26-35,Medium,Established,"Very Close",Established,3.25,3.00,0.99,0,0,0,College,High,"Very High",High,Better,"Meets Expectations",Low
1929,36-45,Medium,"Early Tenure",Far,New,2.50,2.20,0.83,0,0,0,Master,Low,High,High,Better,"Meets Expectations",Low
1469,26-35,High,"Early Tenure","Very Close",Developing,3.00,3.00,1.22,0,0,0,Bachelor,"Very High",Low,"Very High",Better,"Meets Expectations",None
106,46-55,High,"New Hire","Very Close",New,3.00,3.00,1.48,0,0,0,College,Low,"Very High","Very High",Better,"Meets Expectations",Low
1933,26-35,High,"New Hire",Moderate,New,3.50,3.40,1.42,1,0,1,College,"Very High",High,"Very High",Better,"Meets Expectations",None
118,46-55,High,Established,Close,Established,3.50,3.20,1.39,1,0,1,College,High,"Very High","Very High",Better,"Meets Expectations",None
1935,56+,Medium,"New Hire",Moderate,New,2.75,2.60,0.78,0,0,0,Doctor,"Very High",Low,High,Better,"Meets Expectations",Low
954,36-45,High,"New Hire",Close,New,1.75,1.80,1.40,0,0,0,Master,Low,Medium,Medium,Good,"Meets Expectations",Low
120,46-55,Medium,Established,Far,New,3.00,3.00,0.79,0,0,0,Master,High,"Very High","Very High",Bad,Excellent,None
121,26-35,Medium,"Long Tenure","Very Close",Established,2.25,2.20,0.75,0,0,0,College,High,Medium,Medium,Good,"Meets Expectations",High
1477,26-35,Medium,"Early Tenure",Close,Developing,2.25,2.40,0.63,0,0,0,Bachelor,"Very High",Low,Low,Better,"Meets Expectations",Medium
1478,26-35,Medium,"Long Tenure","Very Close",Long-Term,3.00,2.60,0.69,0,0,0,Bachelor,"Very High",Low,"Very High",Better,"Meets Expectations",None
1479,26-35,Medium,"New Hire",Moderate,New,3.00,3.00,0.77,0,0,0,"Below College","Very High",High,High,Good,"Meets Expectations",Medium
1943,36-45,Medium,"New Hire",Moderate,New,3.00,3.00,0.73,0,0,0,Master,Medium,"Very High",High,Better,"Meets Expectations",Medium
125,26-35,Medium,"Long Tenure",Close,Established,2.25,2.40,0.72,0,1,0,Master,Medium,High,Low,Better,"Meets Expectations",None
1945,26-35,Medium,"Early Tenure",Moderate,Developing,2.00,2.20,0.80,0,0,0,Master,Medium,Low,"Very High",Bad,"Meets Expectations",Low
1481,36-45,Medium,"New Hire","Very Close",New,2.25,2.40,0.69,0,0,0,Doctor,Low,High,High,Good,"Meets Expectations",Low
128,18-25,Medium,"Early Tenure","Very Close",New,1.75,2.00,0.72,0,0,0,College,Low,High,Low,Good,Excellent,Low
1950,26-35,High,"Long Tenure","Very Close",New,2.00,2.20,1.43,0,0,0,Bachelor,Low,"Very High",Low,Good,Excellent,None
